cell_id,centroid_lon,centroid_lat,kecamatan,density,pop_density_norm,_poi_raw_count,working_pop_density,func_mixture_degree,recreational_density_raw,recreational_density,catering_density_raw,catering_density,commercial_density_raw,commercial_density,public_service_density_raw,public_service_density,open_space_density_raw,open_space_density,business_office_density_raw,business_office_density,floor_area_raw,floor_area_proxy,trunk_road_density_raw,secondary_road_density_raw,trunk_road_density,secondary_road_density,intersection_count,intersection_density,vendor_density,suitability_score,zone_class,predicted_density,sensitivity_zone,sensitivity_label,hotspot_class
293,107.58824999999995,-6.9032499999999954,Jawa Barat,269260.0,0.6360211652383965,1.0,0.9700281105878312,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,1.0,0.20801459767650946,0.0,0.0,813.0,0.8491607334509942,0.0,1862.8798289176193,0.0,0.19272947809831487,2.0,0.28860249407989835,4.5,0.21375526,Not Suitable,12.2502165,1,Negative Sensitivity,Not Significant
294,107.58824999999995,-6.898749999999996,Jawa Barat,269260.0,0.6360211652383965,1.0,1.0,0.33333333333333326,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,1.0,0.2242438242175754,1.0,0.20801459767650946,0.0,0.0,1067.0,0.8835711615435624,0.0,4040.6721724166,0.0,0.41803911710650327,11.0,0.6527782950197748,37.6,0.6187416,Moderately Suitable,30.565912,0,Positive Sensitivity,Not Significant
295,107.58824999999995,-6.894249999999996,Jawa Barat,139260.0,0.2621786392132053,5.0,0.9826654371142773,0.18332026609710503,0.0,0.0,10.0,0.5810073162355173,9.0,0.5022031461958567,9.0,0.744921859773347,0.0,0.0,2.0,0.3371945170584955,481.0,0.7827661264185506,0.0,6082.665692010472,0.0,0.6292993064125049,21.0,0.8120085407269239,17.8,0.29947662,Not Suitable,16.127005,0,Positive Sensitivity,Not Significant
296,107.58824999999995,-6.889749999999995,Jawa Barat,139260.0,0.2621786392132053,1.0,0.9332281274045179,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,1.0,0.20801459767650946,0.0,0.0,901.0,0.8621673571839014,0.0,3107.2514331598054,0.0,0.3214694462503695,7.0,0.5462637014098147,16.2,0.22134903,Not Suitable,12.593648,0,Positive Sensitivity,Not Significant
297,107.58824999999995,-6.885249999999996,Jawa Barat,240620.0,0.5536607810433082,0.0,0.9634531347998744,0.0,0.0,0.0,1.0,0.16794877895704194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.7923809707161695,0.0,3559.4480897814856,0.0,0.3682527246323877,4.0,0.42279501184020335,20.9,0.4706431,Moderately Suitable,23.868088,1,Negative Sensitivity,Not Significant
298,107.58824999999995,-6.8807499999999955,Jawa Barat,122750.0,0.214700638408006,0.0,0.841041338232195,0.31546487678572865,1.0,0.33333333333333337,0.0,0.0,2.0,0.23961179523712922,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,458.0,0.7765711056923624,0.795074146682064,4192.1095634043695,0.00030731504364921267,0.43370649880046974,5.0,0.4706903945498366,20.6,0.39686885,Moderately Suitable,20.531614,0,Positive Sensitivity,Not Significant
299,107.58824999999995,-6.876249999999994,Jawa Barat,122750.0,0.214700638408006,2.0,0.8438987317000191,0.19394477997364945,1.0,0.33333333333333337,1.0,0.16794877895704194,1.0,0.15117821092177644,3.0,0.4484876484351508,0.0,0.0,0.0,0.0,412.0,0.7631909018574577,510.5875420407925,3818.5111115237673,0.1973542133445277,0.3950548190025717,4.0,0.42279501184020335,20.0,0.34968323,Not Suitable,18.397621,0,Positive Sensitivity,Not Significant
300,107.58824999999995,-6.871749999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.9432083771112376,0.25,1.0,0.33333333333333337,0.0,0.0,1.0,0.15117821092177644,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,443.0,0.7723613053102875,213.089918917762,5115.930030510724,0.08236431533675034,0.5292829464693455,9.0,0.6048829123101417,22.5,0.40014023,Moderately Suitable,20.679562,0,Positive Sensitivity,Not Significant
301,107.58824999999995,-6.867249999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.935915654894756,0.4591479170272448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,2.0,0.3296953369198657,0.0,0.0,578.0,0.8059982426875283,313.6140400021457,4888.765202411755,0.12121927595616477,0.5057809695397624,8.0,0.5772049881597967,6.9,0.074182935,Not Suitable,5.937993,1,Negative Sensitivity,Not Significant
302,107.58824999999995,-6.862749999999996,Jawa Barat,122750.0,0.214700638408006,3.0,0.8974782910320543,0.24203250344144095,0.0,0.0,2.0,0.2661925166888179,0.0,0.0,5.0,0.5796618766207391,4.0,0.48299493849177877,0.0,0.0,1244.0,0.9030008379651715,0.0,3050.9261103173817,0.0,0.31564215137786733,7.0,0.5462637014098147,2.1,0.007738157,Not Suitable,2.9329972,1,Negative Sensitivity,Not Significant
303,107.58824999999995,-6.858249999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.893781387969111,0.22319731517859304,6.0,0.9357849740192015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20801459767650946,1.0,0.21274605355336315,291.0,0.7192636421438705,0.0,2409.722445794347,0.0,0.2493046207975647,4.0,0.42279501184020335,24.0,0.30760267,Not Suitable,16.494509,0,Positive Sensitivity,Cold Spot (90%)
304,107.58824999999995,-6.853749999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.8987240835753656,0.32007657262025374,2.0,0.5283208335737188,2.0,0.2661925166888179,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,95.0,0.578318140712066,0.0,3298.7418451129183,0.0,0.3412806260074653,6.0,0.5111853636314163,17.1,0.34466857,Not Suitable,18.170832,0,Positive Sensitivity,Not Significant
305,107.58824999999995,-6.849249999999993,Jawa Barat,122750.0,0.214700638408006,0.0,0.854879463211157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,34.0,0.4504744586200342,0.0,1540.4483994827585,0.0,0.1593714266809132,2.0,0.28860249407989835,9.0,0.17677146,Not Suitable,10.577607,1,Negative Sensitivity,Not Significant
306,107.59274999999994,-6.99775,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9211174353427255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.6798870598684574,0.0,1920.99874704216,0.0,0.19874233442103836,8.0,0.5772049881597967,19.0,0.36744827,Moderately Suitable,19.201056,1,Negative Sensitivity,Hot Spot (90%)
307,107.59274999999994,-6.99325,Jawa Barat,196620.0,0.42712946454247425,0.0,0.8881495551164527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,1019.0,0.8777446943077459,0.0,6401.594542745399,0.0,0.6622949886881305,6.0,0.5111853636314163,19.2,0.35175148,Moderately Suitable,18.49116,1,Negative Sensitivity,Hot Spot (95%)
308,107.59274999999994,-6.988749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9161462054744194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.8728051081692455,0.0,1966.240007992332,0.0,0.20342289646056752,2.0,0.28860249407989835,19.3,0.35472837,Moderately Suitable,18.62579,1,Negative Sensitivity,Not Significant
309,107.59274999999994,-6.984249999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9234651331276522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.8285873540386759,0.0,3093.836552108032,0.0,0.3200815719582519,6.0,0.5111853636314163,18.6,0.3616102,Moderately Suitable,18.937023,1,Negative Sensitivity,Not Significant
310,107.59274999999994,-6.979749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9295023355704037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,0.8743455932317795,0.0,3588.0028320420747,0.0,0.37120693589587683,6.0,0.5111853636314163,18.7,0.36845118,Moderately Suitable,19.246412,1,Negative Sensitivity,Not Significant
311,107.59274999999994,-6.97525,Jawa Barat,196620.0,0.42712946454247425,0.0,0.8963305918135941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.8654945506136181,375.4982999275234,2181.0672912448176,0.1451390123977669,0.22564845794865712,2.0,0.28860249407989835,17.4,0.34685946,Not Suitable,18.269915,1,Negative Sensitivity,Not Significant
312,107.59274999999994,-6.970749999999999,Jawa Barat,196620.0,0.42712946454247425,1.0,0.9714021678819331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,920.0,0.8648085536178787,358.2849750442803,5679.5086632912535,0.13848565345015507,0.5875895608183039,7.0,0.5462637014098147,18.5,0.39811182,Moderately Suitable,20.587828,1,Negative Sensitivity,Hot Spot (90%)
313,107.59274999999994,-6.96625,Jawa Barat,196620.0,0.42712946454247425,2.0,0.9530856195539797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,997.0,0.8749819749593587,525.6964265926136,4992.238892698027,0.20319415611579045,0.5164861315240257,6.0,0.5111853636314163,24.1,0.40937003,Moderately Suitable,21.096987,1,Negative Sensitivity,Not Significant
314,107.59274999999994,-6.961749999999998,Jawa Barat,196620.0,0.42712946454247425,2.0,0.9562025315314151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,902.0,0.8623077487058582,597.186598893964,3771.5647479111717,0.23082680586671314,0.3901978507659644,11.0,0.6527782950197748,20.1,0.40095377,Moderately Suitable,20.716354,1,Negative Sensitivity,Hot Spot (95%)
315,107.59274999999994,-6.957249999999998,Jawa Barat,196620.0,0.42712946454247425,1.0,0.9592588482559284,0.5,0.0,0.0,1.0,0.16794877895704194,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,734.0,0.8362256067974824,512.2744764587546,3566.2382728240163,0.19800625356801227,0.36895522213848786,10.0,0.6299206402569856,22.3,0.4452021,Moderately Suitable,22.717506,0,Positive Sensitivity,Hot Spot (95%)
316,107.59274999999994,-6.952749999999997,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9028503720701628,0.0,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0.8574449471405193,504.6914715921985,2104.566448395125,0.19507524206262905,0.21773384784465,3.0,0.3641758009398765,20.6,0.41433993,Moderately Suitable,21.321753,1,Negative Sensitivity,Hot Spot (99%)
317,107.59274999999994,-6.948249999999998,Jawa Barat,196620.0,0.42712946454247425,0.0,0.8800163032935354,0.2302963741471386,1.0,0.33333333333333337,0.0,0.0,2.0,0.23961179523712922,3.0,0.4484876484351508,0.0,0.0,1.0,0.21274605355336315,1238.0,0.9023887433660498,322.7971291825433,3417.9210268001766,0.12476875805677821,0.3536106438273025,5.0,0.4706903945498366,28.1,0.52349144,Moderately Suitable,26.258179,0,Positive Sensitivity,Hot Spot (99%)
318,107.59274999999994,-6.943749999999998,Jawa Barat,196620.0,0.42712946454247425,3.0,0.9695870185242771,0.24489348962840557,0.0,0.0,0.0,0.0,3.0,0.3023564218435529,5.0,0.5796618766207391,0.0,0.0,4.0,0.49398103882196526,813.0,0.8491607334509942,377.05792644695305,6578.743517302916,0.1457418450944344,0.6806224346576106,17.0,0.7592928886297349,27.8,0.43129846,Moderately Suitable,22.088707,0,Positive Sensitivity,Hot Spot (99%)
319,107.59274999999994,-6.939249999999999,Jawa Barat,196620.0,0.42712946454247425,2.0,0.9482647771155122,0.3273803442782917,0.0,0.0,0.0,0.0,2.0,0.23961179523712922,2.0,0.35541805240316376,0.0,0.0,3.0,0.4254921071067263,1459.0,0.9231847940950486,651.7476696840034,1895.0673415567833,0.25191595575463394,0.19605952785028052,8.0,0.5772049881597967,26.1,0.54952043,Moderately Suitable,27.435352,0,Positive Sensitivity,Hot Spot (95%)
320,107.59274999999994,-6.9347499999999975,Jawa Barat,196620.0,0.42712946454247425,8.0,1.0,0.1689082492917429,0.0,0.0,1.0,0.16794877895704194,5.0,0.39079000615890563,9.0,0.744921859773347,0.0,0.0,5.0,0.5499405706118586,1713.0,0.9435071709141799,1300.215155506253,2258.0072832871274,0.5025640425301808,0.23360850146891932,7.0,0.5462637014098147,28.2,0.470523,Moderately Suitable,23.862656,0,Positive Sensitivity,Not Significant
321,107.59274999999994,-6.930249999999997,Jawa Barat,196620.0,0.42712946454247425,1.0,0.9829619526848171,0.33333333333333326,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,1.0,0.21274605355336315,2222.0,0.9764535623996945,0.0,593.80438348834,0.0,0.06143370449649135,0.0,0.0,23.6,0.46085086,Moderately Suitable,23.425228,0,Positive Sensitivity,Hot Spot (99%)
322,107.59274999999994,-6.925749999999998,Jawa Barat,170270.0,0.35135446022890665,3.0,0.9959572450460635,0.20214869657408938,0.0,0.0,0.0,0.0,6.0,0.42441089453911174,4.0,0.5206780355557714,0.0,0.0,1.0,0.21274605355336315,1761.0,0.9470066799623311,500.522154311579,669.9629841410018,0.1934637018969376,0.06931290697033733,0.0,0.0,29.8,0.51442224,Moderately Suitable,25.84802,0,Positive Sensitivity,Hot Spot (99%)
323,107.59274999999994,-6.921249999999997,Jawa Barat,395830.0,1.0,4.0,1.0,0.16944606699142095,0.0,0.0,5.0,0.4341412956458598,10.0,0.5229906829118118,5.0,0.5796618766207391,0.0,0.0,2.0,0.3371945170584955,586.0,0.8077369092235344,896.4961889520158,1735.0383780436541,0.34651707213580396,0.17950328082901143,4.0,0.42279501184020335,51.1,0.87217796,Highly Suitable,42.027687,0,Positive Sensitivity,Hot Spot (99%)
324,107.59274999999994,-6.916749999999997,Jawa Barat,395830.0,1.0,7.0,1.0,0.11938440183967447,1.0,0.33333333333333337,5.0,0.4341412956458598,17.0,0.6304018013960347,8.0,0.7108361048063275,0.0,0.0,1.0,0.21274605355336315,329.0,0.7347643827904586,498.0029504551044,3837.4076954562483,0.19248996976598534,0.3970098183012995,11.0,0.6527782950197748,51.1,0.98952335,Highly Suitable,47.334686,0,Positive Sensitivity,Hot Spot (99%)
325,107.59274999999994,-6.912249999999998,Jawa Barat,269260.0,0.6360211652383965,2.0,1.0,0.160009708219089,0.0,0.0,1.0,0.16794877895704194,2.0,0.23961179523712922,4.0,0.5206780355557714,3.0,0.4160291953530189,1.0,0.21274605355336315,437.0,0.7706374238117678,30.89535987271392,3385.4375289929862,0.011941790470062835,0.3502499720963594,4.0,0.42279501184020335,4.6,0.08215369,Not Suitable,6.2984743,1,Negative Sensitivity,Hot Spot (99%)
326,107.59274999999994,-6.9077499999999965,Jawa Barat,269260.0,0.6360211652383965,1.0,0.9278069494071581,0.185704984309645,0.0,0.0,3.0,0.3358975579140839,5.0,0.39079000615890563,4.0,0.5206780355557714,2.0,0.3296953369198657,0.0,0.0,631.0,0.81709579717261,499.1063680172929,3597.3703442348237,0.19291646686402628,0.37217607824631876,14.0,0.7113975059201018,6.0,0.087326504,Not Suitable,6.5324173,0,Positive Sensitivity,Cold Spot (95%)
327,107.59274999999994,-6.9032499999999954,Jawa Barat,269260.0,0.6360211652383965,0.0,0.9921110398960471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,81.0,0.5583460276939077,0.0,3737.259092570155,0.0,0.3866486625966254,7.0,0.5462637014098147,29.5,0.502668,Moderately Suitable,25.31643,1,Negative Sensitivity,Not Significant
328,107.59274999999994,-6.898749999999996,Jawa Barat,139260.0,0.2621786392132053,4.0,1.0,0.14596015566002635,0.0,0.0,5.0,0.4341412956458598,2.0,0.23961179523712922,5.0,0.5796618766207391,1.0,0.20801459767650946,1.0,0.21274605355336315,771.0,0.8424485208603258,0.0,1876.204298224246,0.0,0.19410799858876177,2.0,0.28860249407989835,14.3,0.12719664,Not Suitable,8.335563,0,Positive Sensitivity,Not Significant
329,107.59274999999994,-6.894249999999996,Jawa Barat,139260.0,0.2621786392132053,2.0,0.9585727950657206,0.25750229523808665,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,8.0,0.7108361048063275,0.0,0.0,0.0,0.0,1902.0,0.9567605638472799,0.0,1341.5423505970787,0.0,0.13879304132440384,3.0,0.3641758009398765,6.4,0.18947466,Not Suitable,11.152115,1,Negative Sensitivity,Hot Spot (99%)
330,107.59274999999994,-6.889749999999995,Jawa Barat,139260.0,0.2621786392132053,0.0,0.7886211405759854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,2188.0,0.9745007071455422,0.0,1124.4688423235455,0.0,0.11633509030196117,0.0,0.0,10.9,0.17753446,Not Suitable,10.612114,1,Negative Sensitivity,Hot Spot (95%)
331,107.59274999999994,-6.885249999999996,Jawa Barat,240620.0,0.5536607810433082,2.0,1.0,0.28997184325787523,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,6.0,0.6295320036582305,0.0,0.0,0.0,0.0,1461.0,0.923358241535691,0.0,1938.6426986969695,0.0,0.2005677391203845,1.0,0.18208790046993825,32.2,0.6019686,Moderately Suitable,29.807344,0,Positive Sensitivity,Hot Spot (95%)
332,107.59274999999994,-6.8807499999999955,Jawa Barat,240620.0,0.5536607810433082,0.0,0.8708373825313693,0.0,0.0,0.0,3.0,0.3358975579140839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,0.8893682996120119,0.0,3537.4703533385677,0.0,0.3659789560249478,7.0,0.5462637014098147,19.8,0.37537393,Moderately Suitable,19.559494,1,Negative Sensitivity,Hot Spot (90%)
333,107.59274999999994,-6.876249999999994,Jawa Barat,122750.0,0.214700638408006,1.0,0.9291065523090464,0.13932916801441753,5.0,0.8616541669070521,1.0,0.16794877895704194,1.0,0.15117821092177644,2.0,0.35541805240316376,1.0,0.20801459767650946,0.0,0.0,604.0,0.8115638109311655,544.1295663769629,3323.8653037744566,0.2103190024978029,0.34387984416458933,5.0,0.4706903945498366,5.9,0.14290446,Not Suitable,9.045956,1,Negative Sensitivity,Hot Spot (95%)
334,107.59274999999994,-6.871749999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.8050243620896858,0.26746841455684045,0.0,0.0,8.0,0.5323850333776358,7.0,0.4535346327653293,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,705.0,0.8311251308620418,886.4882424131315,3085.2705870276386,0.3426487630727172,0.3191953559212723,10.0,0.6299206402569856,21.3,0.3907206,Moderately Suitable,20.253555,0,Positive Sensitivity,Not Significant
335,107.59274999999994,-6.867249999999995,Jawa Barat,122750.0,0.214700638408006,5.0,0.8902869799838156,0.20484483511437604,0.0,0.0,11.0,0.6020900746029018,2.0,0.23961179523712922,7.0,0.6727314726527263,0.0,0.0,0.0,0.0,819.0,0.8500912394857806,516.7585284922279,3164.0285331003925,0.19973944619179812,0.32734348099465205,6.0,0.5111853636314163,13.3,0.23196772,Not Suitable,13.073883,0,Positive Sensitivity,Not Significant
336,107.59274999999994,-6.862749999999996,Jawa Barat,122750.0,0.214700638408006,4.0,0.9522432109597327,0.1373598709687531,2.0,0.5283208335737188,3.0,0.3358975579140839,0.0,0.0,5.0,0.5796618766207391,13.0,0.7919854023234905,4.0,0.49398103882196526,413.0,0.7634973187797204,457.1993212317748,6160.959149680646,0.17671839783380405,0.637399376530314,19.0,0.7869708127800799,2.7,0.015178048,Not Suitable,3.2694697,1,Negative Sensitivity,Not Significant
337,107.59274999999994,-6.858249999999995,Jawa Barat,122750.0,0.214700638408006,1.0,0.8348094072346466,0.14810526438325655,4.0,0.7739760316291208,4.0,0.3899649883623831,2.0,0.23961179523712922,1.0,0.2242438242175754,8.0,0.6593906738397314,2.0,0.3371945170584955,595.0,0.8096648078225186,629.9148295316031,4341.689048133653,0.2434770444248907,0.4491816655710712,18.0,0.7734962022714278,4.3,0.06760128,Not Suitable,5.6403346,0,Positive Sensitivity,Not Significant
338,107.59274999999994,-6.853749999999995,Jawa Barat,122750.0,0.214700638408006,0.0,0.7468295598905592,0.0,0.0,0.0,0.0,0.0,2.0,0.23961179523712922,0.0,0.0,0.0,0.0,0.0,0.0,447.0,0.7734976657130248,542.2555497630307,1551.4264245609113,0.2095946505616806,0.16050718917671086,2.0,0.28860249407989835,14.4,0.25277478,Not Suitable,14.014893,1,Negative Sensitivity,Not Significant
339,107.59274999999994,-6.849249999999993,Jawa Barat,89650.0,0.11951457985851498,0.0,0.7595528239156323,0.0,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.4504744586200342,572.1612888808535,1414.634896370972,0.22115392910281872,0.1463550364575331,2.0,0.28860249407989835,11.0,0.17720605,Not Suitable,10.597261,1,Negative Sensitivity,Not Significant
340,107.59724999999993,-6.99775,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9384129358867246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,0.8739622242990508,0.0,4768.89991225533,0.0,0.49337996843633986,8.0,0.5772049881597967,19.7,0.3790145,Moderately Suitable,19.72414,1,Negative Sensitivity,Not Significant
341,107.59724999999993,-6.99325,Jawa Barat,196620.0,0.42712946454247425,0.0,0.873303530017962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,0.8933838822444107,0.0,6351.136225754529,0.0,0.6570746814260029,7.0,0.5462637014098147,18.6,0.34741023,Not Suitable,18.294825,1,Negative Sensitivity,Not Significant
342,107.59724999999993,-6.988749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.8767273339527712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,0.9349449432114596,0.0,2060.096873180927,0.0,0.2131331227258076,2.0,0.28860249407989835,18.1,0.38248044,Moderately Suitable,19.88089,1,Negative Sensitivity,Hot Spot (90%)
343,107.59724999999993,-6.984249999999999,Jawa Barat,196620.0,0.42712946454247425,1.0,0.9623545689176689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,920.0,0.8648085536178787,0.0,4000.751494822599,0.0,0.41390901099950156,4.0,0.42279501184020335,17.4,0.36422616,Moderately Suitable,19.055334,1,Negative Sensitivity,Hot Spot (90%)
344,107.59724999999993,-6.979749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9205768387698416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,0.8608967838397962,0.0,3902.876555427591,0.0,0.40378308355335807,6.0,0.5111853636314163,19.8,0.36982876,Moderately Suitable,19.308712,1,Negative Sensitivity,Not Significant
345,107.59724999999993,-6.97525,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9704574868135097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.7499435944159479,588.135294966485,2502.8432915607673,0.22732826189674077,0.2589387001010395,2.0,0.28860249407989835,18.1,0.37603047,Moderately Suitable,19.58919,1,Negative Sensitivity,Hot Spot (90%)
346,107.59724999999993,-6.970749999999999,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9549537141679403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.786903745854688,0.0,1519.7993432702417,0.0,0.15723512042793636,1.0,0.18208790046993825,17.3,0.33806735,Not Suitable,17.872288,1,Negative Sensitivity,Hot Spot (95%)
347,107.59724999999993,-6.96625,Jawa Barat,196620.0,0.42712946454247425,0.0,0.907155813262287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,0.9128839137033261,0.0,8135.521609743036,0.0,0.8416832957037059,13.0,0.6932732641013545,23.9,0.40140057,Moderately Suitable,20.736563,1,Negative Sensitivity,Hot Spot (95%)
348,107.59724999999993,-6.961749999999998,Jawa Barat,196620.0,0.42712946454247425,0.0,0.892162051211288,0.0,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.8227802720933873,0.0,6241.3832067441335,0.0,0.6457198738075866,9.0,0.6048829123101417,23.8,0.402039,Moderately Suitable,20.765434,1,Negative Sensitivity,Hot Spot (99%)
349,107.59724999999993,-6.957249999999998,Jawa Barat,196620.0,0.42712946454247425,0.0,0.9637909094647095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.7754620978629413,0.0,5271.595563794967,0.0,0.5453877625299712,12.0,0.6738052990918816,19.7,0.3863513,Moderately Suitable,20.055952,1,Negative Sensitivity,Hot Spot (99%)
350,107.59724999999993,-6.952749999999997,Jawa Barat,196620.0,0.42712946454247425,3.0,0.9628263852323963,0.23820488277869578,0.0,0.0,2.0,0.2661925166888179,2.0,0.23961179523712922,4.0,0.5206780355557714,0.0,0.0,0.0,0.0,409.0,0.762267179645086,0.0,7576.089383261491,0.0,0.7838056594936386,15.0,0.728351601879753,27.0,0.44917947,Moderately Suitable,22.897387,0,Positive Sensitivity,Hot Spot (99%)
351,107.59724999999993,-6.948249999999998,Jawa Barat,196620.0,0.42712946454247425,0.0,0.876702091592255,0.2302963741471386,0.0,0.0,3.0,0.3358975579140839,2.0,0.23961179523712922,1.0,0.2242438242175754,1.0,0.20801459767650946,0.0,0.0,315.0,0.7292717373319153,427.1358901426403,4903.752936699049,0.16509816759998544,0.5073315677921171,14.0,0.7113975059201018,24.6,0.09611306,Not Suitable,6.9297934,1,Negative Sensitivity,Hot Spot (99%)
352,107.59724999999993,-6.943749999999998,Jawa Barat,196620.0,0.42712946454247425,1.0,0.9740146780558369,0.22406015629507225,0.0,0.0,3.0,0.3358975579140839,1.0,0.15117821092177644,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,1049.0,0.8814175119204993,1040.69496304173,4214.85366187315,0.4022533235765945,0.43605955354917647,10.0,0.6299206402569856,21.9,0.47429574,Moderately Suitable,24.033281,0,Positive Sensitivity,Hot Spot (99%)
353,107.59724999999993,-6.939249999999999,Jawa Barat,196620.0,0.42712946454247425,2.0,0.9514130247598015,0.2402410118609203,0.0,0.0,1.0,0.16794877895704194,1.0,0.15117821092177644,2.0,0.35541805240316376,0.0,0.0,1.0,0.21274605355336315,1399.0,0.9178677900932968,1936.4245817499905,2679.5431829019017,0.7484740981043037,0.2772196849018641,14.0,0.7113975059201018,26.1,0.53327256,Moderately Suitable,26.700537,0,Positive Sensitivity,Hot Spot (99%)
354,107.59724999999993,-6.9347499999999975,Jawa Barat,170270.0,0.35135446022890665,2.0,0.8954219004288395,0.21875,0.0,0.0,0.0,0.0,4.0,0.3510249352740802,3.0,0.4484876484351508,0.0,0.0,1.0,0.21274605355336315,1779.0,0.9482944719861485,593.1472129448711,2107.7293516533996,0.22926548724700724,0.21806107490716906,10.0,0.6299206402569856,29.9,0.50854534,Moderately Suitable,25.582235,0,Positive Sensitivity,Hot Spot (99%)
355,107.59724999999993,-6.930249999999997,Jawa Barat,170270.0,0.35135446022890665,1.0,0.9620287825935184,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,1.0,0.21274605355336315,1178.0,0.8960994455891285,759.3234059711306,1264.2350467462456,0.2934965331518948,0.13079499652673388,1.0,0.18208790046993825,22.6,0.40759796,Moderately Suitable,21.016842,0,Positive Sensitivity,Hot Spot (99%)
