cell_id,centroid_lon,centroid_lat,kecamatan,density,pop_density_norm,_poi_raw_count,working_pop_density,func_mixture_degree,recreational_density_raw,recreational_density,catering_density_raw,catering_density,commercial_density_raw,commercial_density,public_service_density_raw,public_service_density,open_space_density_raw,open_space_density,business_office_density_raw,business_office_density,floor_area_raw,floor_area_proxy,trunk_road_density_raw,secondary_road_density_raw,trunk_road_density,secondary_road_density,intersection_count,intersection_density,vendor_density,suitability_score,zone_class,predicted_density,sensitivity_zone,sensitivity_label,hotspot_class
525,107.6197499999999,-6.930249999999997,Jawa Barat,121030.0,0.20975441421751884,3.0,0.9636934217360139,0.24489348962840557,0.0,0.0,3.0,0.3358975579140839,4.0,0.3510249352740802,5.0,0.5796618766207391,0.0,0.0,0.0,0.0,565.0,0.8031210127411701,597.6311349337125,4621.936791194412,0.2309986296054538,0.47817548493606643,18.0,0.7734962022714278,19.4,0.33117017,Not Suitable,17.56036,0,Positive Sensitivity,Not Significant
526,107.6197499999999,-6.925749999999998,Jawa Barat,121030.0,0.20975441421751884,3.0,0.9673189631094125,0.19785956303906968,0.0,0.0,12.0,0.6214843322659369,6.0,0.42441089453911174,3.0,0.4484876484351508,0.0,0.0,1.0,0.21274605355336315,480.0,0.7825029833632128,5.893014379224729,4384.610531661075,0.0022777900384944563,0.45362222850542416,13.0,0.6932732641013545,14.2,0.26980892,Not Suitable,14.785269,0,Positive Sensitivity,Not Significant
527,107.6197499999999,-6.921249999999997,Jawa Barat,121030.0,0.20975441421751884,3.0,0.7910952340675113,0.11065746756488094,2.0,0.5283208335737188,12.0,0.6214843322659369,14.0,0.5906367305112094,4.0,0.5206780355557714,3.0,0.4160291953530189,1.0,0.21274605355336315,598.0,0.8103009765343984,1866.2732962257314,2480.126648111528,0.7213589598962481,0.2565884857886857,19.0,0.7869708127800799,5.6,0.11756128,Not Suitable,7.899799,0,Positive Sensitivity,Not Significant
528,107.6197499999999,-6.916749999999997,Jawa Barat,121030.0,0.20975441421751884,1.0,0.8166681657673734,0.11819682869900208,1.0,0.33333333333333337,12.0,0.6214843322659369,3.0,0.3023564218435529,3.0,0.4484876484351508,0.0,0.0,1.0,0.21274605355336315,286.0,0.7170752745220691,0.0,6123.70971745297,0.0,0.6335456316342357,17.0,0.7592928886297349,16.6,0.3262983,Not Suitable,17.340027,0,Positive Sensitivity,Not Significant
529,107.6197499999999,-6.912249999999998,Jawa Barat,103500.0,0.15934318743889112,2.0,0.901233723423045,0.18852624078757638,4.0,0.7739760316291208,2.0,0.2661925166888179,0.0,0.0,5.0,0.5796618766207391,0.0,0.0,1.0,0.21274605355336315,317.0,0.730071130113585,0.0,5169.510140573586,0.0,0.5348262276239144,12.0,0.6738052990918816,23.8,0.38407892,Moderately Suitable,19.953182,0,Positive Sensitivity,Not Significant
530,107.6197499999999,-6.9077499999999965,Jawa Barat,80230.0,0.09242537528038189,12.0,0.8420219543337008,0.1677867719239884,0.0,0.0,27.0,0.8073893891727001,12.0,0.559425856212453,12.0,0.8298007536825655,1.0,0.20801459767650946,9.0,0.7067270923753285,393.0,0.7572235949415083,1030.5583430026936,4337.255316894169,0.39833527914922656,0.4487229614214264,15.0,0.728351601879753,29.0,0.4825069,Moderately Suitable,24.404633,0,Positive Sensitivity,Cold Spot (99%)
531,107.6197499999999,-6.9032499999999954,Jawa Barat,80230.0,0.09242537528038189,5.0,0.9097727544772268,0.12919390012703108,4.0,0.7739760316291208,17.0,0.7003338123346776,5.0,0.39079000615890563,8.0,0.7108361048063275,15.0,0.8320583907060378,10.0,0.7359804244028082,180.0,0.6586669139831842,905.4913926442632,5276.5834759624395,0.3499939320322709,0.545903801027954,36.0,0.948578425943429,4.0,0.06026896,Not Suitable,5.3087273,0,Positive Sensitivity,Cold Spot (95%)
532,107.6197499999999,-6.898749999999996,Jawa Barat,80230.0,0.09242537528038189,3.0,0.8274290209180823,0.15440422130282544,2.0,0.5283208335737188,7.0,0.5038463368711258,7.0,0.4535346327653293,3.0,0.4484876484351508,3.0,0.4160291953530189,9.0,0.7067270923753285,295.0,0.7209875236423902,628.3627614099847,5485.63159261775,0.24287713322851717,0.5675314625630639,16.0,0.7442775270121629,3.7,0.06708594,Not Suitable,5.617028,0,Positive Sensitivity,Cold Spot (99%)
533,107.6197499999999,-6.894249999999996,Jawa Barat,80230.0,0.09242537528038189,4.0,0.798779719345762,0.13379242126082633,3.0,0.6666666666666667,4.0,0.3899649883623831,1.0,0.15117821092177644,6.0,0.6295320036582305,2.0,0.3296953369198657,6.0,0.5972536805913646,369.0,0.7492605559121787,545.9798492287676,2943.5492051474907,0.21103418077109815,0.30453317130735497,13.0,0.6932732641013545,4.4,0.08821416,Not Suitable,6.5725617,0,Positive Sensitivity,Not Significant
534,107.6197499999999,-6.889749999999995,Jawa Barat,152650.0,0.3006844193938,3.0,0.9945657792397957,0.1850359470760937,0.0,0.0,4.0,0.3899649883623831,7.0,0.4535346327653293,13.0,0.8537758278758059,0.0,0.0,3.0,0.4254921071067263,770.0,0.8422842909791305,32.049206666608235,1451.4587610435035,0.012387779664039145,0.1501647530639035,1.0,0.18208790046993825,24.1,0.18216753,Not Suitable,10.821647,0,Positive Sensitivity,Cold Spot (95%)
535,107.6197499999999,-6.885249999999996,Jawa Barat,152650.0,0.3006844193938,4.0,0.9447026623042316,0.1912430820401606,0.0,0.0,5.0,0.4341412956458598,4.0,0.3510249352740802,9.0,0.744921859773347,0.0,0.0,10.0,0.7359804244028082,673.0,0.8252479806018743,501.7558599749373,3896.7374111771555,0.19394055844090574,0.40314794109865437,17.0,0.7592928886297349,4.7,0.14170806,Not Suitable,8.991848,1,Negative Sensitivity,Not Significant
536,107.6197499999999,-6.8807499999999955,Jawa Barat,152650.0,0.3006844193938,1.0,0.8854411484386066,0.13839438663070536,1.0,0.33333333333333337,2.0,0.2661925166888179,0.0,0.0,2.0,0.35541805240316376,3.0,0.4160291953530189,7.0,0.6382381606600894,1103.0,0.8877716567932127,0.0,4826.482382511406,0.0,0.49933732503433015,7.0,0.5462637014098147,4.5,0.11946561,Not Suitable,7.9859233,0,Positive Sensitivity,Cold Spot (95%)
537,107.6197499999999,-6.876249999999994,Jawa Barat,152650.0,0.3006844193938,3.0,0.9892818515384479,0.10231214878733036,1.0,0.33333333333333337,21.0,0.7489560951925592,15.0,0.6047128436871058,5.0,0.5796618766207391,2.0,0.3296953369198657,2.0,0.3371945170584955,1014.0,0.8771220722410762,811.06814628714,3874.3416377569934,0.3134971044133202,0.40083092329864745,13.0,0.6932732641013545,5.1,0.06604375,Not Suitable,5.569895,0,Positive Sensitivity,Not Significant
538,107.6197499999999,-6.871749999999995,Jawa Barat,152650.0,0.3006844193938,3.0,0.9505184864579881,0.12128224819651852,3.0,0.6666666666666667,6.0,0.4714918312586162,11.0,0.5419682170806821,4.0,0.5206780355557714,13.0,0.7919854023234905,2.0,0.3371945170584955,785.0,0.844725663921231,1047.8168027706738,3246.4397642711656,0.40500608380191,0.3358695669645727,15.0,0.728351601879753,5.0,0.10474675,Not Suitable,7.3202558,0,Positive Sensitivity,Not Significant
539,107.6197499999999,-6.867249999999995,Jawa Barat,152650.0,0.3006844193938,2.0,0.8966618199968898,0.11366309854474217,0.0,0.0,9.0,0.5579137673194251,21.0,0.6741688938335882,3.0,0.4484876484351508,3.0,0.4160291953530189,1.0,0.21274605355336315,750.0,0.8389541824584493,835.9303064758024,3888.2658348069076,0.3231069198946526,0.4022714903114576,18.0,0.7734962022714278,3.4,0.04079488,Not Suitable,4.428003,0,Positive Sensitivity,Not Significant
540,107.6197499999999,-6.862749999999996,Jawa Barat,89650.0,0.11951457985851498,1.0,0.7957158165950484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,343.0,0.7400287800504944,0.0,2984.428200208496,0.0,0.30876242284628475,1.0,0.18208790046993825,7.1,0.11119485,Not Suitable,7.611874,1,Negative Sensitivity,Cold Spot (90%)
541,107.6197499999999,-6.858249999999995,Jawa Barat,89650.0,0.11951457985851498,0.0,0.7387868070539011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.6167328510347799,0.0,2511.850351304459,0.0,0.2598705508284214,2.0,0.28860249407989835,6.1,0.10949358,Not Suitable,7.5349336,1,Negative Sensitivity,Cold Spot (99%)
542,107.6197499999999,-6.853749999999995,Jawa Barat,89650.0,0.11951457985851498,0.0,0.8695588808199146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.6398336004328887,0.0,2298.6313763972976,0.0,0.23781138140878616,1.0,0.18208790046993825,5.3,0.11744689,Not Suitable,7.8946257,1,Negative Sensitivity,Cold Spot (99%)
543,107.6197499999999,-6.849249999999993,Jawa Barat,89650.0,0.11951457985851498,0.0,0.8570557700056176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08782405984069479,0.0,599.8986598327219,0.0,0.0620642050156376,0.0,0.0,4.7,0.10208882,Not Suitable,7.2000494,1,Negative Sensitivity,Cold Spot (99%)
544,107.62424999999989,-6.99775,Jawa Barat,144130.0,0.2761833553804567,2.0,0.9383899502714942,0.4591479170272448,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,625.0,0.8158871711341926,1321.5125952947403,4096.355130840767,0.5107960089015294,0.4237999543593792,7.0,0.5462637014098147,24.6,0.45043248,Moderately Suitable,22.954054,0,Positive Sensitivity,Not Significant
545,107.62424999999989,-6.99325,Jawa Barat,144130.0,0.2761833553804567,0.0,0.8541004404572116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,1083.0,0.885455260730666,1396.941109199886,2317.977552126765,0.5399509212325229,0.2398128944928078,5.0,0.4706903945498366,15.8,0.29609132,Not Suitable,15.973903,1,Negative Sensitivity,Not Significant
546,107.62424999999989,-6.988749999999999,Jawa Barat,144130.0,0.2761833553804567,1.0,0.93557320658659,0.4591479170272448,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4484876484351508,0.0,0.0,0.0,0.0,897.0,0.8616042303209295,161.28526038251687,3789.7176102374597,0.06234058426031065,0.3920759062517919,6.0,0.5111853636314163,16.7,0.3126239,Not Suitable,16.721596,0,Positive Sensitivity,Not Significant
547,107.62424999999989,-6.984249999999999,Jawa Barat,144130.0,0.2761833553804567,0.0,0.8734690129176923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,768.0,0.8419551912211133,611.482162586879,2284.745309614221,0.23635238080662507,0.2363747592700969,1.0,0.18208790046993825,13.2,0.258159,Not Suitable,14.258397,1,Negative Sensitivity,Not Significant
548,107.62424999999989,-6.979749999999999,Jawa Barat,144130.0,0.2761833553804567,0.0,0.9129788245717845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.49049408087137125,0.0,2819.770223011146,0.0,0.29172726818018474,1.0,0.18208790046993825,10.6,0.23212504,Not Suitable,13.080998,1,Negative Sensitivity,Not Significant
549,107.62424999999989,-6.97525,Jawa Barat,144130.0,0.2761833553804567,0.0,0.9066790268690929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.70649135052067,0.0,4309.398204398847,0.0,0.4458409254096517,3.0,0.3641758009398765,14.5,0.25170192,Not Suitable,13.966372,1,Negative Sensitivity,Cold Spot (90%)
550,107.62424999999989,-6.970749999999999,Jawa Barat,144130.0,0.2761833553804567,2.0,0.9388028409794602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,148.0,0.634016688141129,0.0,1447.892541376829,0.0,0.14979579976671661,0.0,0.0,9.8,0.21218883,Not Suitable,12.179374,1,Negative Sensitivity,Not Significant
551,107.62424999999989,-6.96625,Jawa Barat,144130.0,0.2761833553804567,0.0,0.8704014703258778,0.0,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.7765711056923624,0.0,2273.43091854964,0.0,0.23520419708405194,1.0,0.18208790046993825,32.6,0.37001374,Moderately Suitable,19.31708,0,Positive Sensitivity,Not Significant
552,107.62424999999989,-6.961749999999998,Jawa Barat,144130.0,0.2761833553804567,1.0,0.9403385508587043,0.18835246024413196,4.0,0.7739760316291208,2.0,0.2661925166888179,2.0,0.23961179523712922,1.0,0.2242438242175754,0.0,0.0,2.0,0.3371945170584955,303.0,0.7243664795023824,0.0,4406.047610354584,0.0,0.45584006184304376,12.0,0.6738052990918816,23.8,0.42554125,Moderately Suitable,21.828337,0,Positive Sensitivity,Not Significant
553,107.62424999999989,-6.957249999999998,Jawa Barat,144130.0,0.2761833553804567,1.0,0.9162674740927225,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,1.0,0.21274605355336315,263.0,0.70649135052067,0.0,5891.798859055157,0.0,0.6095526407764666,7.0,0.5462637014098147,18.7,0.31092373,Not Suitable,16.644705,0,Positive Sensitivity,Not Significant
554,107.62424999999989,-6.952749999999997,Jawa Barat,103590.0,0.1596020014953701,0.0,0.7644871414935622,0.4591479170272448,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,1.0,0.21274605355336315,487.0,0.7843336103556503,0.0,4771.177773589308,0.0,0.49361563099452704,8.0,0.5772049881597967,12.3,0.24558575,Not Suitable,13.689765,0,Positive Sensitivity,Not Significant
555,107.62424999999989,-6.948249999999998,Jawa Barat,103590.0,0.1596020014953701,2.0,0.8971595887224518,0.2883245069059757,0.0,0.0,2.0,0.2661925166888179,6.0,0.42441089453911174,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,362.0,0.7468405004885793,0.0,5728.0078351934635,0.0,0.592607179208828,9.0,0.6048829123101417,15.4,0.32487515,Not Suitable,17.275665,0,Positive Sensitivity,Not Significant
556,107.62424999999989,-6.943749999999998,Jawa Barat,103590.0,0.1596020014953701,0.0,0.9028573529030386,0.26323002738094914,4.0,0.7739760316291208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20801459767650946,1.0,0.21274605355336315,677.0,0.825997706668686,0.0,6444.545478706507,0.0,0.6667385987069412,9.0,0.6048829123101417,3.9,0.0958416,Not Suitable,6.917516,1,Negative Sensitivity,Not Significant
557,107.62424999999989,-6.939249999999999,Jawa Barat,103590.0,0.1596020014953701,3.0,0.8853483526772039,0.09857280546523135,1.0,0.33333333333333337,26.0,0.7985775500664537,26.0,0.7188353857113876,8.0,0.7108361048063275,3.0,0.4160291953530189,1.0,0.21274605355336315,482.0,0.7830287240992896,1454.354205434299,5202.420075977267,0.5621424467008647,0.5382310176571427,20.0,0.7997878577113147,3.4,0.028566485,Not Suitable,3.874968,0,Positive Sensitivity,Not Significant
558,107.62424999999989,-6.9347499999999975,Jawa Barat,121030.0,0.20975441421751884,5.0,0.9563879760873804,0.1345096735299486,3.0,0.6666666666666667,3.0,0.3358975579140839,5.0,0.39079000615890563,7.0,0.6727314726527263,2.0,0.3296953369198657,1.0,0.21274605355336315,533.0,0.7957471017028677,2091.735844901244,4598.738556607962,0.8085055905301642,0.47577544625657386,28.0,0.884579559925641,6.4,0.08654155,Not Suitable,6.4969172,0,Positive Sensitivity,Not Significant
559,107.62424999999989,-6.930249999999997,Jawa Barat,121030.0,0.20975441421751884,3.0,0.9121469920706924,0.14958794580239526,0.0,0.0,6.0,0.4714918312586162,5.0,0.39079000615890563,4.0,0.5206780355557714,1.0,0.20801459767650946,3.0,0.4254921071067263,731.0,0.8357073920235475,824.7460014406774,5305.4197760414145,0.31878392032989633,0.5488871416483397,16.0,0.7442775270121629,2.5,0.07968863,Not Suitable,6.1869907,1,Negative Sensitivity,Not Significant
560,107.62424999999989,-6.925749999999998,Jawa Barat,121030.0,0.20975441421751884,10.0,0.9873995686317661,0.15360057380407519,0.0,0.0,1.0,0.16794877895704194,5.0,0.39079000615890563,12.0,0.8298007536825655,1.0,0.20801459767650946,0.0,0.0,303.0,0.7243664795023824,519.0653395878577,4500.186048641201,0.2006310834755689,0.46557941904597816,22.0,0.8236858992241085,4.6,0.22053964,Not Suitable,12.557043,0,Positive Sensitivity,Not Significant
561,107.62424999999989,-6.921249999999997,Jawa Barat,121030.0,0.20975441421751884,8.0,0.9541355772450701,0.21351233293772573,0.0,0.0,4.0,0.3899649883623831,9.0,0.5022031461958567,8.0,0.7108361048063275,0.0,0.0,1.0,0.21274605355336315,590.0,0.8085973766094056,407.6511453242728,3483.3128247817413,0.1575668508928094,0.36037593641422155,8.0,0.5772049881597967,20.0,0.33088157,Not Suitable,17.547308,0,Positive Sensitivity,Not Significant
562,107.62424999999989,-6.916749999999997,Jawa Barat,121030.0,0.20975441421751884,0.0,0.9508871978706835,0.4591479170272448,0.0,0.0,1.0,0.16794877895704194,2.0,0.23961179523712922,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.7729307594625656,622.3333198027203,5551.631715475328,0.24054661082573328,0.5743596911129196,25.0,0.8558931995618199,19.2,0.3727716,Moderately Suitable,19.441805,0,Positive Sensitivity,Not Significant
563,107.62424999999989,-6.912249999999998,Jawa Barat,80230.0,0.09242537528038189,0.0,0.7991558402458252,0.2416113638352533,1.0,0.33333333333333337,5.0,0.4341412956458598,0.0,0.0,0.0,0.0,1.0,0.20801459767650946,0.0,0.0,444.0,0.7726463523047589,361.07357669636406,4829.094141933325,0.13956351422830596,0.49960753195937757,10.0,0.6299206402569856,1.5,0.036764175,Not Suitable,4.2457123,1,Negative Sensitivity,Not Significant
564,107.62424999999989,-6.9077499999999965,Jawa Barat,80230.0,0.09242537528038189,5.0,0.8715320580936644,0.1418156236761136,0.0,0.0,18.0,0.7134342389808734,12.0,0.559425856212453,7.0,0.6727314726527263,2.0,0.3296953369198657,8.0,0.674389034116991,423.0,0.7665214082863825,883.0160329835035,4607.912700868381,0.3413066716503281,0.47672458318310146,17.0,0.7592928886297349,5.0,0.0356844,Not Suitable,4.196879,1,Negative Sensitivity,Not Significant
565,107.62424999999989,-6.9032499999999954,Jawa Barat,80230.0,0.09242537528038189,4.0,0.8739392915620714,0.1452520478434365,0.0,0.0,7.0,0.5038463368711258,3.0,0.3023564218435529,5.0,0.5796618766207391,5.0,0.5377099345963751,13.0,0.8099997341447277,229.0,0.6890227877137145,1112.2055862025259,5062.411605162377,0.4298938780704766,0.5237460470806052,44.0,1.0,3.2,0.028478416,Not Suitable,3.870985,1,Negative Sensitivity,Not Significant
566,107.62424999999989,-6.898749999999996,Jawa Barat,80230.0,0.09242537528038189,2.0,0.8397334405467515,0.15855471251782752,1.0,0.33333333333333337,0.0,0.0,3.0,0.3023564218435529,3.0,0.4484876484351508,2.0,0.3296953369198657,3.0,0.4254921071067263,494.0,0.7861381644583559,0.0,3546.4974121285113,0.0,0.36691287580997195,12.0,0.6738052990918816,17.2,0.23701183,Not Suitable,13.302006,0,Positive Sensitivity,Cold Spot (95%)
567,107.62424999999989,-6.894249999999996,Jawa Barat,155250.0,0.3081612699143038,4.0,1.0,0.15510470406942967,0.0,0.0,1.0,0.16794877895704194,1.0,0.15117821092177644,8.0,0.7108361048063275,3.0,0.4160291953530189,3.0,0.4254921071067263,612.0,0.8132282464998497,0.0,390.6982825921159,0.0,0.04042079093294875,0.0,0.0,1.3,0.17697899,Not Suitable,10.586992,0,Positive Sensitivity,Not Significant
568,107.62424999999989,-6.889749999999995,Jawa Barat,155250.0,0.3081612699143038,7.0,0.9680748125086738,0.15620342163368683,0.0,0.0,3.0,0.3358975579140839,3.0,0.3023564218435529,12.0,0.8298007536825655,2.0,0.3296953369198657,8.0,0.674389034116991,842.0,0.8535961854253974,397.09383141655707,4039.689330263129,0.15348619829215893,0.4179374344040814,17.0,0.7592928886297349,5.1,0.08371514,Not Suitable,6.3690915,1,Negative Sensitivity,Not Significant
569,107.62424999999989,-6.885249999999996,Jawa Barat,152650.0,0.3006844193938,2.0,0.912286603558838,0.13022812263706982,1.0,0.33333333333333337,4.0,0.3899649883623831,9.0,0.5022031461958567,5.0,0.5796618766207391,4.0,0.48299493849177877,4.0,0.49398103882196526,776.0,0.843266492297754,328.39985811964846,3611.6669201818277,0.12693434587653876,0.37365517076645194,5.0,0.4706903945498366,5.8,0.08091381,Not Suitable,6.2424,0,Positive Sensitivity,Not Significant
570,107.62424999999989,-6.8807499999999955,Jawa Barat,152650.0,0.3006844193938,1.0,0.9466477556972076,0.21875,0.0,0.0,4.0,0.3899649883623831,0.0,0.0,2.0,0.35541805240316376,0.0,0.0,2.0,0.3371945170584955,881.0,0.8593263561955912,0.0,4896.133471433732,0.0,0.5065432745586098,6.0,0.5111853636314163,11.9,0.24972947,Not Suitable,13.877167,0,Positive Sensitivity,Not Significant
571,107.62424999999989,-6.876249999999994,Jawa Barat,152650.0,0.3006844193938,0.0,0.8813937358225084,0.161188669681059,1.0,0.33333333333333337,2.0,0.2661925166888179,1.0,0.15117821092177644,1.0,0.2242438242175754,2.0,0.3296953369198657,1.0,0.21274605355336315,569.0,0.8040132934400683,0.0,4267.194885848702,0.0,0.4414746622551935,7.0,0.5462637014098147,21.2,0.28893757,Not Suitable,15.650372,0,Positive Sensitivity,Not Significant
572,107.62424999999989,-6.871749999999995,Jawa Barat,152650.0,0.3006844193938,0.0,0.8644297977319996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.7411289606440009,0.0,1580.352813214875,0.0,0.1634998501642887,1.0,0.18208790046993825,13.7,0.22897851,Not Suitable,12.938695,1,Negative Sensitivity,Not Significant
573,107.62424999999989,-6.867249999999995,Jawa Barat,152650.0,0.3006844193938,0.0,0.8149539601823613,0.4591479170272448,0.0,0.0,2.0,0.2661925166888179,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21274605355336315,591.0,0.8088115834830849,65.16210636438178,2125.2253510167693,0.025186701951273968,0.2198711727856081,6.0,0.5111853636314163,14.8,0.3031554,Not Suitable,16.293379,0,Positive Sensitivity,Cold Spot (90%)
574,107.62424999999989,-6.862749999999996,Jawa Barat,152650.0,0.3006844193938,0.0,0.8890178303204035,0.25750229523808665,0.0,0.0,1.0,0.16794877895704194,6.0,0.42441089453911174,2.0,0.35541805240316376,0.0,0.0,0.0,0.0,846.0,0.8541959656488434,572.555345332737,2676.731157491049,0.22130624128177234,0.2769287588950332,4.0,0.42279501184020335,21.5,0.41267937,Moderately Suitable,21.24665,0,Positive Sensitivity,Cold Spot (99%)
575,107.62424999999989,-6.858249999999995,Jawa Barat,89650.0,0.11951457985851498,0.0,0.7810040264241854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.6593650057524579,559.7120455823411,1676.2583447281197,0.21634200085229308,0.17342202697267076,2.0,0.28860249407989835,7.2,0.12726824,Not Suitable,8.3388,1,Negative Sensitivity,Cold Spot (99%)
576,107.62424999999989,-6.853749999999995,Jawa Barat,89650.0,0.11951457985851498,0.0,0.8476666918814598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,133.0,0.62057263990245,533.9678008690427,2622.7636512512145,0.20639123874941334,0.2713453985781661,1.0,0.18208790046993825,6.3,0.1250085,Not Suitable,8.236603,1,Negative Sensitivity,Cold Spot (99%)
577,107.62424999999989,-6.849249999999993,Jawa Barat,89650.0,0.11951457985851498,0.0,0.7608282673751112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.4266476136210419,425.7484585375089,686.9816999777229,0.16456189232796134,0.07107362613761746,1.0,0.18208790046993825,7.0,0.11012455,Not Suitable,7.5634694,1,Negative Sensitivity,Cold Spot (99%)
578,107.62874999999988,-6.99775,Jawa Barat,144130.0,0.2761833553804567,0.0,0.898426622689688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21274605355336315,838.0,0.8529935524909908,743.0468445904928,4999.499940698089,0.28720525554964366,0.5172373436901436,16.0,0.7442775270121629,18.5,0.3017348,Not Suitable,16.229132,1,Negative Sensitivity,Not Significant
579,107.62874999999988,-6.99325,Jawa Barat,144130.0,0.2761833553804567,0.0,0.8799163401167739,0.0,0.0,0.0,1.0,0.16794877895704194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.673200920289898,229.32703407188836,3504.735849198206,0.08864034603546078,0.36259231572703615,9.0,0.6048829123101417,15.0,0.26839525,Not Suitable,14.721335,1,Negative Sensitivity,Not Significant
580,107.62874999999988,-6.988749999999999,Jawa Barat,144130.0,0.2761833553804567,0.0,0.8548681427801901,0.5,0.0,0.0,0.0,0.0,1.0,0.15117821092177644,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,1252.0,0.9038123913280479,499.7389769835975,3046.186066064686,0.19316098525630968,0.31515175675294094,5.0,0.4706903945498366,21.8,0.4095433,Moderately Suitable,21.10482,0,Positive Sensitivity,Not Significant
581,107.62874999999988,-6.984249999999999,Jawa Barat,144130.0,0.2761833553804567,1.0,0.9680940164334014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,721.0,0.8339645401199013,644.9259202308275,2868.99506202875,0.24927918754915854,0.2968199625054267,4.0,0.42279501184020335,15.5,0.2925746,Not Suitable,15.814858,1,Negative Sensitivity,Not Significant
582,107.62874999999988,-6.979749999999999,Jawa Barat,144130.0,0.2761833553804567,0.0,0.9406587280449322,0.5,1.0,0.33333333333333337,0.0,0.0,0.0,0.0,1.0,0.2242438242175754,0.0,0.0,0.0,0.0,449.0,0.7740620467602353,0.0,2057.0272210460903,0.0,0.21281554322083532,4.0,0.42279501184020335,4.9,0.34095708,Not Suitable,18.002977,1,Negative Sensitivity,Not Significant
583,107.62874999999988,-6.97525,Jawa Barat,144130.0,0.2761833553804567,3.0,0.9396489171620449,0.18699550595342465,1.0,0.33333333333333337,3.0,0.3358975579140839,0.0,0.0,3.0,0.4484876484351508,1.0,0.20801459767650946,2.0,0.3371945170584955,98.0,0.5822170125071778,0.0,2522.6318268205914,0.0,0.2609859787358465,4.0,0.42279501184020335,3.7,0.10925718,Not Suitable,7.524242,1,Negative Sensitivity,Not Significant
584,107.62874999999988,-6.970749999999999,Jawa Barat,144130.0,0.2761833553804567,0.0,0.874059228414243,0.2397869792568112,2.0,0.5283208335737188,2.0,0.2661925166888179,1.0,0.15117821092177644,0.0,0.0,1.0,0.20801459767650946,0.0,0.0,151.0,0.6365424196616877,0.0,5050.8982869478905,0.0,0.5225549043261383,8.0,0.5772049881597967,6.7,0.18218194,Not Suitable,10.822298,0,Positive Sensitivity,Not Significant
585,107.62874999999988,-6.96625,Jawa Barat,144130.0,0.2761833553804567,0.0,0.7985928415353242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.4981754226751782,0.0,841.6793765448061,0.0,0.08707830985633003,0.0,0.0,10.1,0.20062587,Not Suitable,11.656433,1,Negative Sensitivity,Not Significant
